ID|SEX|SUBSET|MINUTES|NAME
4148|M|train-clean-360|25.18|DavidA.Moore.
4152|M|train-clean-360|25.18|AtaKhudayberdiev
4153|F|dev-other|10.01|Hilara
4156|F|train-other-500|30.03|CarolineShapiro
4160|F|train-clean-100|25.09|Rosie
4161|M|train-other-500|20.59|DanielPaashaus
4172|M|train-other-500|29.53|GraemeDunlop
4174|F|train-other-500|30.01|Availle
4179|M|train-other-500|30.18|RobertKeiper
4189|F|train-other-500|28.25|MeganArgo
4191|M|train-other-500|22.03|GrantHurlock
4192|F|train-other-500|18.59|MaryModern
4193|M|train-other-500|30.23|EthanRampton
4195|F|train-clean-100|25.08|bj
4196|M|train-other-500|30.09|JimClevenger
4198|M|test-other|10.14|Examinfo
4205|M|train-other-500|22.17|psi_mon
4211|F|train-other-500|27.31|A.Knight
4214|F|train-clean-100|17.45|A.JanelleRisa
4216|F|train-other-500|30.02|HannahSkoonberg
4217|M|train-other-500|30.06|BrendanTannam
4218|M|train-other-500|29.74|DavidCole
4222|F|train-clean-360|25.22|msjodi777
4225|F|train-other-500|26.78|gmiteva
4226|M|train-clean-360|25.12|JudNiven
4234|F|train-other-500|30.02|laineyben
4235|F|train-other-500|28.44|HaylayerFlaga
4236|M|train-clean-360|16.01|NicholasFeulner
4238|F|train-clean-360|24.09|Chela
4243|M|train-clean-360|25.16|IanGrae
4246|M|train-clean-360|15.61|JLaddJr
4257|M|train-clean-360|22.42|garbageman99
4260|F|train-clean-360|23.54|Clacas
4262|F|train-other-500|23.66|LoraBethDavis
4263|F|train-other-500|29.88|ChelseaBaker
4267|M|train-clean-100|25.14|RicF
4273|F|train-other-500|13.25|as101
4277|M|train-other-500|19.92|JohanG
4278|M|train-clean-360|25.07|smhamon
4280|F|train-other-500|27.64|BB
4289|F|train-clean-360|22.49|VeronicaJenkins
4290|M|train-clean-360|25.01|JoshuaPaulJohnson
4294|F|test-other|10.17|JessamyGloor
4295|M|train-other-500|30.17|Slawek
4297|F|train-clean-100|25.04|TinaHorning
4305|F|train-other-500|18.60|Aspergine
4310|F|train-other-500|10.29|grace4him
4313|F|train-other-500|29.54|MayLow
4321|F|train-other-500|30.03|Xenutia
4323|F|dev-other|10.02|BookAngel7
4327|F|train-other-500|30.01|brokenaltar
4331|F|train-clean-360|24.77|BarbaraClements
4335|M|train-clean-360|21.74|davidb
4340|F|train-clean-100|21.97|kiwafruit
4344|M|train-other-500|26.88|Tadhg
4345|M|train-other-500|23.32|RichardSchipper
4350|M|test-other|10.12|willem
4352|F|train-other-500|29.82|MartinaHutchins
4356|F|train-clean-360|25.07|PatriciaRutledge
4358|M|train-clean-360|25.11|KimStich
4362|F|train-clean-100|25.18|MichelleMontano
4363|F|train-clean-360|25.04|EmilyLivingston
4379|M|train-other-500|30.01|ScottDahlem
4381|F|train-clean-360|6.58|DeniseResnik
4396|F|train-other-500|30.07|MichaelWolf
4397|M|train-clean-100|25.06|JohnDennison
4402|M|train-other-500|22.67|ChristopherSanner
4406|M|train-clean-100|25.12|MatthewScottSurprenant
4407|M|train-other-500|21.73|TedDrury
4411|F|train-other-500|27.13|Zarnaz
4415|F|train-other-500|12.54|AnitaFleming
4420|M|train-other-500|23.18|SteveLomas
4422|F|train-other-500|30.05|Kamna
4423|M|train-other-500|25.86|DavidDwight
4425|M|train-clean-360|17.73|GaryCoy
4427|F|train-clean-360|25.06|LynneHandler
4428|M|train-other-500|20.43|Blueoyster101
4433|M|train-clean-360|12.83|KenSterry
4434|F|train-clean-360|25.03|SarahNuxoll
4438|M|train-clean-360|25.00|GregW.
4441|M|train-clean-100|25.06|WilliamPeck
4442|M|train-other-500|27.21|Pep
4443|F|train-other-500|30.09|THOVO
4446|F|test-clean|8.00|JenMaxwell
4447|M|train-other-500|30.14|Cascades
4455|F|train-other-500|30.00|PatrickWells
4463|F|train-other-500|29.36|CateMackenzie
4474|M|train-other-500|28.95|JohnL.Clark
4480|M|train-other-500|30.03|IskanderShafikov
4481|F|train-clean-100|22.56|margozinberg
4484|M|train-other-500|30.23|PhilGriffiths
4487|F|train-other-500|30.19|Nienke
4490|F|train-clean-360|25.01|RachelWeaver
4492|F|train-other-500|30.11|P.Hynes
4495|M|train-clean-360|25.09|DillonStiles
4507|F|test-clean|8.05|RachelNelson-Smith
4511|F|train-other-500|25.81|Jeanie
4513|F|train-other-500|7.64|Gabi
4515|M|dev-other|10.00|Doug
4519|F|train-clean-360|22.04|MimiWang
4520|F|train-other-500|19.56|DorleneKaplan
4535|M|train-clean-360|24.62|BrettW.Downey
4545|M|train-other-500|30.01|SunshinePaul
4546|F|train-other-500|30.18|EstelleJobson
4549|F|train-other-500|26.71|KristenZaza
4563|F|train-other-500|28.02|Wiebke
4570|M|dev-other|10.10|BillMosley
4572|M|dev-other|10.28|om123
4576|F|train-other-500|30.22|Snaefaxi
4583|M|train-other-500|27.07|JerseyCityFrankie
4586|M|train-clean-360|25.05|ChrisCaron
4590|M|train-clean-360|25.22|Diapadion
4591|M|train-other-500|23.65|RobertWhite
4592|F|train-clean-360|25.08|WestWestest
4594|M|train-other-500|28.76|mailman61953
4595|M|train-clean-360|25.13|EricLeach
4598|F|train-clean-360|21.75|cher0520
4599|M|train-other-500|15.72|xibu
4629|M|train-clean-360|25.21|EdwardW.LaBonte
4640|F|train-clean-100|25.06|KarenMason
4652|F|train-other-500|9.07|SavannaHerrold
4659|M|train-other-500|30.00|StephenMarsh
4660|F|train-other-500|30.12|SusieSA
4667|F|train-other-500|28.29|MariaTherese
4680|F|train-clean-100|25.15|pachayes
4681|M|train-clean-360|19.11|FrankAdams
4687|M|train-other-500|30.13|mevans
4693|M|train-other-500|30.25|RobertParker
4697|F|train-other-500|28.58|JannieMeisberger
4699|M|train-other-500|10.43|JasonJustice
4701|M|train-other-500|30.11|CC
4703|F|train-other-500|24.21|HurstPP
4705|M|train-other-500|30.06|AlgyPug
4706|F|train-other-500|28.48|SallyMc
4710|M|train-other-500|30.18|DavidHuston
4712|F|train-other-500|26.18|AlissonVeldhuis
4719|M|train-clean-360|22.99|M.Craun
4731|F|train-clean-360|25.27|BeckyCook
4733|M|train-clean-360|19.08|dwegowy
4734|M|train-clean-360|17.07|AdibMasumian
4738|M|train-other-500|29.33|LeonardWilson
4741|M|train-other-500|22.64|Nullifidian
4742|F|train-other-500|11.24|LittleTee
4744|F|train-clean-360|25.15|AmyGramour
4748|M|train-other-500|30.15|DirkEichhorn
4750|M|train-other-500|30.12|PaulHuckerby
4757|F|train-other-500|10.61|GraceDobson
4766|F|train-other-500|19.73|Melanie
4767|M|train-other-500|19.26|Delysid
4770|F|train-clean-360|20.50|JeanneLuft
4771|M|train-other-500|21.91|scrawl
4773|F|train-other-500|30.04|KathrynLois
4779|F|train-other-500|30.00|Angel5
4788|M|train-clean-100|25.04|BillBoerst
4791|F|train-other-500|30.10|MelanieMae
4799|M|train-other-500|29.45|MattJudd
4800|F|train-clean-360|25.14|MaryHerndonBell
4806|M|train-clean-360|16.25|JasonIngolfsland
4807|F|train-clean-360|16.73|Fuzz
4813|M|train-clean-100|25.12|SteveMattern
4821|M|train-other-500|17.35|ZacharyJohnson
4824|F|train-other-500|30.14|meyerli
4830|M|train-clean-100|24.05|GeorgeAalto
4831|F|dev-other|10.07|LisaMeyers
4836|M|train-other-500|23.06|PrestonScrape
4837|F|train-clean-360|21.92|SharonKilmer
4839|F|train-clean-360|25.06|JulieK.Rose
4841|F|train-other-500|26.21|HaleyPereira
4846|F|train-clean-360|19.94|KathrinSalazar
4848|M|train-clean-360|25.09|DeeWykoff
4852|M|test-other|10.20|ArthurPiantadosi
4853|F|train-clean-100|25.04|BarbaraDerksen
4854|M|train-clean-360|25.20|Doctor_wu
4856|M|train-clean-360|25.04|StevenSeitel
4859|M|train-clean-100|20.37|nathank
4860|M|train-clean-360|20.58|JonahCummings
4863|M|train-other-500|30.16|IMCLIFFORD
4872|M|train-other-500|30.02|REFaust
4894|M|train-other-500|20.97|GaryDzierlenga
4898|M|train-clean-100|25.11|greatbasinrain
4899|F|train-clean-360|25.23|TheresaL.Downey
4910|F|train-other-500|21.56|AmandaMartinSandino
4915|M|train-other-500|26.95|AndrewBowles
4926|F|train-clean-360|25.21|browneyedgirl32382
4930|M|train-other-500|30.19|AdrianLevitsky
4931|M|train-other-500|18.71|KevS
4936|F|train-other-500|28.12|jedopi
4945|M|train-clean-360|25.07|CharlesRUHE
4948|M|train-other-500|30.11|TomBarron
4955|M|train-other-500|24.90|ElwoodMott
4957|F|train-clean-360|25.06|PMoscato
4958|M|train-other-500|16.99|DavidP.Sroka
4959|F|train-other-500|21.22|PiperHayes
4964|F|train-other-500|25.18|rashada
4965|F|train-other-500|27.43|RachelCraig
4967|F|train-clean-360|25.02|Karen
4969|M|train-other-500|30.07|GarthBurton
4970|F|test-clean|8.15|airandwaters
4973|M|train-clean-360|25.03|MichaelLipschultz
4979|M|train-other-500|22.72|Eric
4991|F|train-other-500|28.58|Jacqueline(Jacqui)Grady
4992|F|test-clean|8.21|JoyceMartin
4993|M|train-other-500|30.22|BillMac
5000|F|train-other-500|20.78|Anna-LisaOtt
5002|M|train-clean-360|22.52|BrendanStallard
5005|F|train-other-500|29.27|pinhsien
5007|F|train-clean-360|22.98|KathleenNelson
5009|M|train-other-500|30.12|MichaelReuss
5012|F|train-clean-360|25.06|MorganSchlicker
5013|M|train-other-500|25.43|JosephDsouza
5019|F|train-other-500|29.72|SandraEstenson
5022|F|train-clean-100|25.12|KathleenCosta
5023|F|train-other-500|26.64|ElizabethZaranka
5029|F|train-clean-360|25.02|CourtneySandhu
5036|F|train-other-500|27.42|NicolaRuth
5038|M|train-other-500|30.14|JohnKooz
5039|F|train-clean-360|25.10|IngaParsons
5043|M|train-other-500|30.25|edbucks
5044|F|train-other-500|22.47|AndreaKeene
5045|F|train-other-500|30.24|Mounica
5049|M|train-clean-100|25.08|BradleySmith
5054|F|train-clean-360|25.13|DeniceStradling
5060|F|train-other-500|30.03|LindaMoreau
5062|F|train-clean-360|25.09|EOgston
5063|F|train-clean-360|7.96|susanfrom
5076|M|train-other-500|30.19|JulesHawryluk
5077|F|train-other-500|30.05|SandraG
5082|F|train-other-500|30.11|SummerWind
5092|M|train-clean-360|25.24|JoshSmith
5093|F|train-clean-360|25.23|NicoleKay
5101|F|train-other-500|23.83|E.Lee
5104|M|train-clean-100|25.03|ChuckBurke
5105|M|test-clean|8.12|elongman
5115|F|train-clean-360|25.01|TerryGoodyer
5118|M|train-other-500|30.13|klbonds
5123|M|train-clean-360|25.11|wvthcomp
5126|M|train-clean-360|25.06|TomLennon
5132|M|train-other-500|25.62|DavidStryker
5133|F|train-clean-360|25.04|JoKarabasz
5136|F|train-other-500|30.21|FelicityC
5139|F|train-clean-360|25.16|Katine
5141|M|train-other-500|30.17|DavidGoldfarb
5142|F|test-clean|8.07|MaryBallard-Johansson
5147|M|train-clean-360|25.04|Cody2
5152|M|train-other-500|30.02|LiamNeely
5154|F|train-clean-360|22.28|Danarra
5157|M|train-clean-360|25.25|drewmac
5163|F|train-clean-100|23.57|LilyAnne
5164|F|train-other-500|30.09|Vsilverlining
5172|M|train-other-500|15.94|Equilibrium33
5181|M|train-other-500|28.26|JoelNisbet
5183|M|train-other-500|30.09|KennethSergeantGaghan
5185|M|train-other-500|27.52|okei
5186|M|train-clean-360|25.00|BrendanBrown
5189|M|train-clean-360|25.25|Samanem
5190|M|train-clean-360|25.15|RomMaczka
5192|M|train-clean-100|24.14|JasonEsteves
5198|M|train-other-500|25.89|Brian
5199|F|train-other-500|21.67|DianaFast
5206|M|train-clean-360|25.07|SimonDexter
5217|F|train-other-500|4.25|AnqiWang
5220|F|train-other-500|30.03|MarySchneider
5224|M|train-other-500|29.58|MattSoar
5230|F|train-other-500|26.89|AubreyAnne
5233|F|train-other-500|17.95|summerdaze
5239|M|train-clean-360|25.05|compozr
5242|M|train-clean-360|22.52|MichaelMonhollon
5244|F|train-other-500|29.49|CarolinKsr
5245|M|train-other-500|26.36|Dymmesdale
5246|M|train-clean-360|22.77|MikeBloomfield
5248|M|train-other-500|30.23|DonStirno
5252|M|train-other-500|30.14|MichaelDeng
5261|M|train-clean-360|25.14|AliKazerani
5266|F|train-clean-360|23.87|Jill
5269|F|train-other-500|4.84|ElizabethBarr
5271|F|train-other-500|24.92|Amanda
5278|M|train-other-500|29.66|MikeHarris
5280|M|train-other-500|30.05|penboy7000
5285|F|train-other-500|30.07|Sweetlilbirdy
5287|F|train-other-500|23.96|adsumiam
5290|F|train-clean-360|25.04|Natalie
5293|M|train-clean-360|21.97|NedTroxel
5296|F|train-other-500|22.97|JoselynHasty
5299|F|train-other-500|28.69|BeckyDoughty
5304|M|train-clean-360|21.08|DonW.Jenkins
5319|M|train-clean-360|25.13|Guero
5321|M|train-other-500|29.97|AdamWhybray
5322|M|train-clean-100|25.03|JayBidal
5325|M|train-other-500|18.83|RoryLawton
5328|M|train-other-500|28.14|NathanJordan
5333|M|train-clean-360|25.07|RobertFletcher
5337|F|train-clean-360|23.43|Danielle
5338|F|dev-clean|8.07|SRColon
5339|F|train-clean-100|25.13|LaurenMcCullough
5340|F|train-other-500|24.25|Mary-BethBlackburn
5350|F|train-other-500|29.53|CathGarde
5355|F|train-other-500|30.17|CarrieHeyes
5361|F|train-other-500|28.03|scarlettraces
5375|F|train-other-500|28.35|BumbleVee
5379|M|train-other-500|24.72|lennich
5386|M|train-clean-360|25.16|TimFerreira
5389|M|train-clean-360|25.03|JosephLawler
5390|M|train-clean-100|25.20|CharlesBice
5393|F|train-clean-100|25.22|AmyHengst
5400|F|train-clean-360|25.25|NatalieSullivan
5401|M|train-clean-360|25.20|AndrewNelson
5405|F|train-other-500|30.08|Anka
5412|F|train-other-500|12.44|tommybascue
5424|F|train-other-500|30.04|JuliaNiedermaier
5429|M|train-other-500|25.06|DennisLanePretoria
5439|F|train-other-500|30.06|LaineS.
5442|F|test-other|10.11|oneiros81
5445|F|train-other-500|30.07|LizDeLassus
5448|M|train-clean-360|20.40|BryanReid
5456|M|train-clean-100|19.77|e_scarab
5459|M|train-other-500|16.04|bryan.peterson
5460|M|train-other-500|28.84|MaxLindberg
5463|M|train-clean-100|25.00|GLM
5468|F|train-other-500|30.12|ashleighjane
5471|F|train-other-500|27.22|ElleyKat
5480|F|train-other-500|30.01|ESFJGirl
5484|F|test-other|10.11|Nastassia
5487|F|train-other-500|28.40|MichaelaO'Connor
5489|F|train-clean-360|22.21|LizMourant
5506|M|train-other-500|29.80|FrankBooker
5513|M|train-clean-360|23.93|DavidCallahan
5514|F|train-clean-100|17.39|EllaJaneQuentin
5519|M|train-clean-360|23.06|scoutman77
5536|M|dev-clean|8.13|DavidMix
5538|F|train-clean-360|25.06|LindaVelwest
5543|F|dev-other|10.07|Anya
5545|M|train-other-500|30.04|GaryOlman
5561|F|train-clean-100|23.86|EllenJones
5565|M|train-other-500|17.18|KenPadgitt
5567|M|train-other-500|17.50|BStapley
5569|F|train-other-500|17.39|BethHitesman
5570|F|train-clean-360|25.05|CorinnaSchultz
5583|F|train-clean-360|25.25|ClaudiaWilson
5588|F|train-clean-360|25.09|GailTimmermanVaughan
5604|F|train-clean-360|25.05|kittyandcheese
5606|F|train-clean-360|25.11|PrincessG
5618|F|train-clean-360|25.07|Shirleyroses
5620|M|train-other-500|16.40|jerryB
5622|F|train-clean-360|25.15|RoseanneSchmidt
5628|M|train-other-500|30.02|AdrianWheal
5635|M|train-clean-360|25.07|MatthewReece
5636|F|train-other-500|30.17|JoyceCouch
5637|M|train-clean-360|17.23|Anthony
5639|M|test-clean|8.28|UlfBjorklund
5641|M|train-other-500|27.47|GeraldPeterMorgan
5649|F|train-other-500|30.08|hazelra
5652|F|train-clean-100|25.05|amicrazy2u
5653|F|train-other-500|30.06|KimberlyAnderson
5655|F|train-clean-360|25.14|ChristineRodriguez
5656|M|train-clean-360|25.17|JoeMabry
5660|F|train-clean-360|25.17|hollz
5661|F|train-other-500|30.04|DianneLanning
5665|F|train-other-500|26.45|LyndaSizemore
5671|F|train-other-500|30.11|Trihypoo
5672|M|train-clean-360|25.21|JacobPaulStarr
5678|M|train-clean-100|25.10|jgoffena
5682|F|train-other-500|30.15|Lmwong
5683|F|test-clean|8.01|RachaelLapidis
5684|F|train-clean-360|22.39|ElsaYoungsteadt
5688|F|train-clean-100|25.17|JenniferDionne
5694|M|dev-clean|8.01|WinstonTharp
5700|M|train-other-500|30.13|PaulAdams
5703|M|train-clean-100|25.10|GarthComira
5712|F|train-clean-360|25.06|AlexandraHuckabay
5717|M|train-clean-360|25.14|PhilChenevert
5719|M|train-other-500|27.22|JohnFricker
5720|F|train-other-500|30.12|ThelmaMeyer
5723|F|train-clean-360|25.24|LindaHogan
5724|F|train-clean-360|25.01|paintgirl
5725|F|train-other-500|26.86|doublemirrors
5727|M|train-clean-360|25.25|JDavidMoore
5731|F|train-clean-360|25.14|AndreaBoltz
5733|F|train-other-500|30.22|Spinhop
5735|F|train-other-500|11.45|Filipa
5740|F|train-clean-360|25.22|Alisa
5746|M|train-clean-360|25.08|DLPead
5750|M|train-clean-100|25.08|laurencetrask
5756|F|train-other-500|25.36|Mich_elle
5764|M|test-other|10.06|HermanRoskams
5765|M|train-other-500|30.20|A.J.Carroll
5767|M|train-clean-360|17.85|taijohn
5772|M|train-other-500|30.06|jessecoy
5776|M|train-clean-360|17.71|ChrisPauley
5778|F|train-clean-100|21.81|LauraVictoria
5781|M|train-other-500|30.14|Parrot17
5784|M|train-other-500|30.01|ChrisDonnelly
5789|F|train-clean-100|25.16|KirstenWever
5791|M|train-other-500|30.15|croudy
5796|F|train-other-500|30.15|LinetteGeisel
5802|M|train-clean-360|25.22|ChristopherMaust
5808|M|train-clean-100|25.16|jeandelfrio
5809|F|train-clean-360|25.25|kattekliek
5810|M|train-clean-360|25.02|PatrickReinhart
5825|F|train-other-500|30.25|ViraDenton
5826|M|train-other-500|30.12|PhineasRedux
5831|F|train-other-500|30.20|KirstyLeishman
5837|F|train-other-500|24.19|DebbiePieterse
5840|M|train-other-500|20.88|DickSummerfield
5849|F|dev-other|10.00|ashleyspence
5854|M|train-other-500|21.70|GabrielGlenn
5860|F|train-other-500|27.18|JLRaimundo
5867|F|train-clean-100|23.63|SharonOmi
5868|M|train-clean-360|25.06|alwpoe
5874|M|train-other-500|29.88|PaulAndrews
5876|F|train-clean-360|25.15|kelleywyskiel
5883|M|train-clean-360|25.03|JerryRomero
5886|M|train-other-500|20.49|SimonBrown
5890|F|train-other-500|16.91|GabrielleC
5893|F|train-other-500|30.12|ElizabethFiedler
5894|M|train-other-500|30.01|PaulStephens
5895|F|dev-clean|8.02|iamartin
5906|F|train-other-500|29.04|Lily-LLM
5909|M|train-clean-360|25.14|MarkMickelson
5910|M|train-other-500|18.31|AnthonyLee
5911|M|train-other-500|30.14|PaulC.Newman
5913|M|train-other-500|30.24|dmbrought
5914|M|train-clean-360|25.14|bobbybrill
5918|M|train-clean-360|25.20|MikeWajda
5929|F|train-other-500|27.51|GryphonPerkins
5933|M|train-other-500|27.99|BarryO'Neill
5935|M|train-clean-360|25.07|MikeOkonek
5940|M|train-clean-360|25.06|Gargoyle
5949|F|train-other-500|28.22|debolee
5951|M|train-other-500|25.81|StevanSimmons
5952|F|train-other-500|29.66|sherlock85
5968|F|train-clean-360|25.05|CateBarratt
5970|M|train-other-500|27.77|LarryDegala
5975|M|train-clean-360|25.12|TonyMaxey
5977|M|train-other-500|30.18|KenFelt
5979|M|train-other-500|30.12|PenttiHirvonen
5980|F|train-other-500|17.12|NicholeThompson
5983|F|train-other-500|30.15|Katew
5984|F|train-clean-360|25.06|sbburke
5985|M|train-clean-360|25.01|JamesK.White
5993|M|train-other-500|30.18|garyday
6000|F|train-clean-100|18.04|MissRose
6003|M|train-other-500|9.91|sparks0314
6006|F|train-clean-360|25.16|StephanieLee
6009|M|train-other-500|30.01|AVG
6010|M|train-other-500|30.17|RalphKerwin
6014|F|train-clean-360|25.09|TinaNuzzi
6019|M|train-clean-100|25.17|DerekP
6025|F|train-other-500|29.77|LonelleYoder
6030|F|train-other-500|30.00|Shiromi
6032|F|train-clean-360|25.14|BeverlyScott
6035|M|train-other-500|29.45|MartyKris
6037|M|train-clean-360|8.12|bish
6038|F|train-clean-360|25.17|Sirmelja
6051|M|train-other-500|24.29|RicCornwall
6054|F|train-clean-360|18.24|LeslieStevensSuhy
6060|M|train-clean-360|22.81|JonathanLange
6064|F|train-clean-100|25.04|DeborahKnight
6065|M|train-other-500|24.49|DavidOlson
6070|F|test-other|10.01|Saab
6072|F|train-other-500|24.62|CrowGirl
6075|M|train-clean-360|25.08|RobSmith
6076|M|train-other-500|30.03|Saethram
6077|M|train-other-500|30.25|SteveBelleguelle
6078|F|train-clean-100|25.02|dobsonfly
6080|M|train-clean-360|25.18|progressingamerica
6081|M|train-clean-100|25.10|Lazuli
6082|F|train-clean-360|25.06|EyeBones
6084|M|train-other-500|22.16|Amallen
6087|F|train-other-500|27.90|CarolineDriggs
6088|F|train-other-500|30.12|burk
6097|M|train-other-500|30.12|PhilBenson
6098|M|train-clean-360|25.07|Kancamagus
6099|F|train-clean-360|25.17|CheriGardner
6102|F|train-other-500|15.61|RachelBossier
6104|F|train-clean-360|25.15|JulianaM.
6106|F|train-other-500|23.92|RuthKidson
6111|F|train-other-500|30.14|JillPreston
6115|M|train-clean-360|25.10|MitchHerd
6119|M|train-clean-360|18.01|VinnieTesla
6120|F|train-clean-360|24.31|TerraMendoza
6121|F|train-other-500|30.10|Imagine
6123|F|dev-other|10.06|chocmuse
6126|M|train-other-500|19.22|DavidAbbott
6127|F|train-other-500|30.20|Andee
6128|F|test-other|10.13|IsabelleBrasme
6131|F|train-other-500|21.84|Malane
6135|F|train-other-500|22.88|SpikeHolcomb
6138|F|train-other-500|30.09|DeborahBrabyn
6139|F|train-clean-360|25.08|LoisC.Johnson
6145|F|train-other-500|30.07|MadeleineBrook
6147|F|train-clean-100|25.05|LibertyStump
6153|F|train-other-500|30.16|anjieliu
6157|M|train-clean-360|22.97|HotConflict
6159|M|train-other-500|26.45|TedGarvin
6160|F|train-clean-360|17.76|FaithR
6167|F|train-clean-360|25.08|Janet
6173|F|train-other-500|30.14|CarolBox
6177|M|train-other-500|30.02|wminbru
6178|F|train-other-500|21.18|alegriavida
6181|M|train-clean-100|25.09|Mike
6184|M|train-other-500|23.82|AdamTomkins
6188|F|train-clean-360|22.61|RoxannaNazari
6189|F|train-clean-360|23.67|ShanaCohen
6196|M|train-other-500|11.75|MartinGradwell
6199|M|train-other-500|30.08|bobolink
6206|F|train-clean-360|25.12|YvonneSmith
6209|M|train-clean-100|25.04|deckerteach
6211|F|train-other-500|30.18|Caeliveres
6215|F|train-clean-360|25.08|Janet248
6221|M|train-other-500|22.84|pwu909
6224|M|train-other-500|30.16|davek
6227|F|train-other-500|30.05|EliMarieHK
6232|M|train-other-500|18.47|PaulDenton
6233|F|train-clean-360|25.24|GenJones
6235|F|train-clean-360|21.98|ReadWriteLib
6236|M|train-other-500|29.03|jcwyatt
6241|M|dev-clean|8.05|badey
6242|F|train-other-500|26.65|LucindaGainey
6248|M|train-other-500|30.24|KevinGreen
6249|M|train-other-500|20.45|ThomasA.Copeland
6251|F|train-other-500|30.03|TheresaSheridan
6254|F|train-other-500|19.26|ChelseaS.
6258|M|train-clean-360|20.49|haggisreflux
6267|M|dev-other|10.06|Cata
6269|M|train-clean-360|25.13|DonHalpert
6272|F|train-clean-100|25.14|jlenardon
6276|M|train-other-500|30.17|dan_h
6281|F|train-other-500|16.33|BethThomas
6284|F|train-other-500|17.71|cklee
6286|F|train-clean-360|25.01|WendyAlmeida
6288|F|train-clean-360|25.07|SunniWest
6294|M|train-clean-360|24.10|humanode
6295|M|dev-clean|8.04|MichaelPackard
6300|F|train-clean-360|25.07|SarahCrampton
6308|F|train-clean-360|23.36|Easton
6311|M|train-other-500|21.53|TRUEBRIT
6313|F|dev-clean|8.17|JenniferWiginton
6317|F|train-clean-360|25.20|SarahK
6319|F|dev-clean|8.01|thestorygirl
6323|M|train-other-500|18.48|Caluminium
6324|F|train-other-500|7.40|BarbaraE.McCarthy
6330|M|train-clean-360|25.04|DavidCummings
6332|F|train-other-500|18.50|KelliEngland
6333|M|train-other-500|29.43|MaxKorlinge
6339|F|train-clean-360|25.13|MichelleRemington
6341|F|train-clean-360|23.72|TiffanyJ.Kim
6345|F|dev-clean|8.07|JeanBascom
6346|M|train-other-500|13.65|MatthewPagan
6351|F|train-other-500|24.51|C.L.W.Rollins
6352|F|train-clean-360|22.96|stmacduff
6353|F|train-other-500|30.20|JenniferRandall
6356|M|train-other-500|30.03|JohnO
6358|F|train-other-500|30.24|selway
6359|F|train-clean-360|18.27|SusanHanfield
6364|M|train-other-500|30.02|ToddUlbrich
6367|M|train-clean-100|25.04|VinceDee
6368|M|train-other-500|18.20|MarcPizzuti
6370|M|train-other-500|29.53|DanCraig
6371|F|train-clean-360|21.30|RebeccaKing
6373|F|train-clean-360|25.20|SandieGuenther
6377|M|train-other-500|30.03|MaximBabich
6378|F|train-clean-360|23.17|MichelleDay
6385|F|train-clean-100|25.09|NovellaSerena
6388|F|train-clean-360|23.04|Leda
6391|F|train-other-500|15.17|polkadotish
6395|M|train-clean-360|25.06|RichardCarpenter
6399|M|train-other-500|29.43|EdmundBloxam
6402|M|train-other-500|29.38|ChiquitoCrasto
6406|F|train-clean-360|21.92|AbigailRasmussen
6407|M|train-other-500|30.06|AdamH
6411|F|train-other-500|18.23|Feyaza
6415|F|train-clean-100|25.18|DarylWor
6418|M|train-other-500|30.02|IoloJones
6426|F|train-clean-360|25.14|PatRedstone
6432|M|test-other|10.02|Ditchdog
6436|M|train-other-500|28.84|SteveMattingly
6437|M|train-clean-100|25.09|JohnHoerr
6446|M|train-clean-360|25.11|BobGonzalez
6454|M|train-clean-100|25.22|DavidWales
6455|F|dev-other|7.14|BettyChen
6458|M|train-clean-360|25.05|DennisBlake
6459|M|train-other-500|26.29|NigelBoydell
6467|M|dev-other|10.04|sid
6476|F|train-clean-100|25.17|Viridian
6482|M|train-other-500|27.01|DelmarHDolbier
6484|F|train-other-500|29.16|ilianthe
6488|F|train-other-500|19.83|KendallAshyby
6492|M|train-clean-360|22.75|HughGillis
6494|M|train-clean-360|25.15|MoreyKunin
6497|M|train-clean-360|25.04|JamesE.Carson
6499|M|train-clean-360|25.19|dave7
6505|F|train-clean-360|25.00|Elena
6506|M|train-other-500|23.36|TimQuinn
6509|F|train-clean-360|25.22|MariannaFoos
6510|M|train-clean-360|25.05|JimD
6512|M|train-other-500|30.26|mcgovern1934
6513|F|train-other-500|30.12|SusandeRaadt
6518|F|train-clean-360|25.05|Wayfarer
6519|F|train-clean-360|25.23|MonicaKnuppe
6529|M|train-clean-100|25.04|FredDeBerardinis
6531|F|train-clean-100|21.46|janesandberg
6533|M|train-other-500|26.88|drewmore
6534|F|train-other-500|30.00|HelenFalconer
6535|M|train-other-500|13.21|RonAltman
6538|M|train-clean-360|25.19|JuanFederico
6539|M|train-other-500|29.19|DavidW.Wolfe
6540|M|train-other-500|28.77|CraigGulliver
6544|F|train-clean-360|25.22|AmandaFriday
6548|F|train-other-500|27.26|KristinGjerlw
6549|F|train-other-500|28.81|SandraLuna
6550|M|train-clean-360|25.07|elfpen
6553|M|train-clean-360|25.18|DublinGothic
6555|M|train-clean-360|25.02|AlexandreLaplante
6557|F|train-other-500|27.34|TikaSabu
6563|M|train-clean-100|21.58|WilliamTomcho
6567|F|train-clean-360|25.05|vikvenom
6568|F|train-other-500|28.93|HeatherHamtil
6574|M|train-clean-360|25.02|CadenVaughnClegg
6575|M|train-clean-360|24.07|PatrickPainter
6583|F|train-other-500|30.12|NastassiaS
